"","UserID","First_TransDate_Ca","Total_Stakes_Ca","Max_Stakes_Ca","Mean_Stakes_Ca","Total_Winnings_Ca","Max_Winnings_Ca","Mean_Winnings_Ca","Total_Bets_Ca","Length_Play_Ca","LastDay_Ca","No_Days_Played_Ca","No_Months_Played_Ca","Most_Played_Month_Ca","MostPlayed_Day_Ca","Stakes_Last_Day_Ca","Winnings_Last_Day_Ca","Bets_Last_Day_Ca","Profit_Ca"
"885",1335748,2005-02-05,240,88,26.7,262,96.5,29.1,81,224,2005-09-17,9,4,"3","Saturday",16,10,4,-22
"886",1335749,2005-04-11,19005.2,5270.5,791.9,17938.7,4417.5,747.4,1903,172,2005-09-30,24,5,"4","Friday",332,390.5,61,1066.5
"887",1335786,2005-08-28,1,1,1,0,0,0,1,0,2005-08-28,1,1,"8","Sunday",1,0,1,1
"888",1335797,2005-02-05,2693,2693,2693,2622,2622,2622,591,0,2005-02-05,1,1,"2","Saturday",2693,2622,591,71
"889",1335801,2005-02-23,814,578,407,672,508,336,334,8,2005-03-03,2,2,"2","Thursday",236,164,124,142
"890",1335816,2005-05-21,9,9,9,0,0,0,6,0,2005-05-21,1,1,"5","Saturday",9,0,6,9
"891",1335823,2005-08-30,805,410,100.6,806,428.5,100.8,249,9,2005-09-08,8,2,"9","Thursday",30,3,9,-1
"892",1335847,2005-02-05,2486,1835.25,1243,2478,1624.75,1239,558,1,2005-02-06,2,1,"2","Saturday",1835.25,1624.75,398,8
"893",1335852,2005-02-05,116.6,54.83,14.6,60.1,36.83,7.5,168,92,2005-05-08,8,4,"2","Sunday",23,8,25,56.5
"894",1335853,2005-02-17,50,28,25,27,18,13.5,6,15,2005-03-04,2,2,"2","Friday",22,9,3,23
"895",1335858,2005-03-03,2,2,2,0,0,0,2,0,2005-03-03,1,1,"3","Thursday",2,0,2,2
"896",1335859,2005-05-19,3799.2,1095,253.3,3594.2,1065.5,239.6,1754,115,2005-09-11,15,3,"5","Sunday",122.5,107.5,112,205
"897",1335866,2005-05-01,52,29,26,42.5,35,21.2,14,10,2005-05-11,2,1,"5","Sunday",23,7.5,4,9.5
"898",1335869,2005-02-11,42,42,42,14,14,14,35,0,2005-02-11,1,1,"2","Friday",42,14,35,28
"899",1335885,2005-02-05,2966.5,1971.75,1483.2,2857.2,1992.75,1428.6,1311,1,2005-02-06,2,1,"2","Saturday",994.75,864.5,534,109.3
"900",1335887,2005-02-05,177,177,177,133.5,133.5,133.5,43,0,2005-02-05,1,1,"2","Saturday",177,133.5,43,43.5
"901",1335943,2005-03-07,152.5,82,50.8,147.5,89.5,49.2,153,2,2005-03-09,3,1,"3","Monday",20,16.5,20,5
"902",1335949,2005-02-05,48.2,42,16.1,16.3,16,5.4,24,2,2005-02-07,3,1,"2","Monday",42,16,11,31.9
"903",1335952,2005-02-14,130,130,130,138,138,138,121,0,2005-02-14,1,1,"2","Monday",130,138,121,-8
"904",1335956,2005-02-14,281,133,56.2,241,80,48.2,173,5,2005-02-19,5,1,"2","Monday",31,23,21,40
"905",1335975,2005-02-06,17,12,8.5,32,22,16,9,25,2005-03-03,2,2,"2","Sunday",12,22,8,-15
"906",1335978,2005-02-08,324.5,196.5,81.1,235.2,165,58.8,17,3,2005-02-11,4,1,"2","Friday",0,0,1,89.3
"907",1336001,2005-02-10,6558.9,1467,468.5,5673.4,1382,405.2,1790,146,2005-07-06,14,5,"3","Saturday",421,390,404,885.5
"908",1336003,2005-02-05,75.4,56.14,37.7,37.4,26.15,18.7,92,78,2005-04-24,2,2,"2","Saturday",19.25,11.25,24,38
"909",1336030,2005-02-06,485,228,60.6,419.5,233.5,52.4,315,77,2005-04-24,8,2,"2","Saturday",13,6,27,65.5
"910",1336035,2005-06-11,167,85,83.5,127,75,63.5,4,8,2005-06-19,2,1,"6","Saturday",82,52,1,40
"911",1336042,2005-08-27,11,6,5.5,0,0,0,3,4,2005-08-31,2,1,"8","Saturday",6,0,2,11
"912",1336045,2005-02-08,12,12,12,14,14,14,7,0,2005-02-08,1,1,"2","Tuesday",12,14,7,-2
"913",1336072,2005-04-22,486,99,69.4,415,125,59.3,31,123,2005-08-23,7,3,"4","Sunday",95,45,9,71
"914",1336076,2005-08-09,1,1,1,0,0,0,1,0,2005-08-09,1,1,"8","Tuesday",1,0,1,1
"915",1336079,2005-02-05,21258,3720.6,924.3,18690.8,3354.35,812.6,6653,199,2005-08-23,23,4,"2","Thursday",258.75,159,51,2567.2
"916",1336084,2005-09-20,12634,4756,2105.7,12430.3,4423.55,2071.7,119,8,2005-09-28,6,1,"9","Tuesday",18,0,1,203.700000000001
"917",1336105,2005-02-16,76,76,76,74.5,74.5,74.5,77,0,2005-02-16,1,1,"2","Wednesday",76,74.5,77,1.5
"918",1336107,2005-02-27,8471.5,5061,2823.8,8347,5102.5,2782.3,470,2,2005-03-01,3,2,"2","Monday",3368,3219,138,124.5
"919",1336120,2005-02-07,75,60,37.5,51,41,25.5,51,1,2005-02-08,2,1,"2","Monday",60,41,42,24
"920",1336137,2005-02-06,105.5,48.5,35.2,88.5,48.5,29.5,78,196,2005-08-21,3,3,"2","Sunday",48.5,48.5,45,17
"921",1336140,2005-02-09,514.1,255.51,85.7,442.1,235.51,73.7,870,222,2005-09-19,6,2,"2","Sunday",177.07,131.55,289,72
"922",1336143,2005-02-05,38274.1,20660.75,12758,36675.1,19913.75,12225,3207,22,2005-02-27,3,1,"2","Sunday",5928.31,5725.5,705,1599
"923",1336146,2005-04-03,3490.8,1208,387.9,3431.2,1186,381.2,1167,145,2005-08-26,9,2,"4","Friday",39,49.5,28,59.6000000000004
"924",1336151,2005-06-26,1066.5,747.5,533.2,930,627.5,465,197,1,2005-06-27,2,1,"6","Monday",319,302.5,61,136.5
"925",1336158,2005-08-04,200.5,88.92,40.1,173.5,87.93,34.7,915,45,2005-09-18,5,2,"8","Friday",4.25,3.5,17,27
"926",1336169,2005-02-18,3,3,0.5,2,2,0.3,16,45,2005-04-04,6,3,"3","Friday",0,0,3,1
"927",1336179,2005-03-24,726.8,425,103.8,707.8,376.5,101.1,500,52,2005-05-15,7,3,"3","Sunday",32.75,26.75,34,19
"928",1336193,2005-02-09,36,36,36,29,29,29,61,0,2005-02-09,1,1,"2","Wednesday",36,29,61,7
"929",1336195,2005-02-15,118,84,39.3,133,99,44.3,4,6,2005-02-21,3,1,"2","Monday",10,0,1,-15
"930",1336208,2005-02-06,60.8,51.5,20.2,37.5,31.5,12.5,42,2,2005-02-08,3,1,"2","Monday",51.5,31.5,32,23.3
"931",1336213,2005-03-25,9107.8,4394,569.2,8879.5,4349,555,845,189,2005-09-30,16,6,"6","Friday",71,34,8,228.299999999999
"932",1336215,2005-02-06,306.2,306.25,306.2,267.2,267.25,267.2,112,0,2005-02-06,1,1,"2","Sunday",306.25,267.25,112,39
"933",1336235,2005-02-17,56.2,56.25,56.2,55,55,55,8,0,2005-02-17,1,1,"2","Thursday",56.25,55,8,1.2
"934",1336238,2005-04-09,70,40,35,50,30,25,18,110,2005-07-28,2,2,"4","Saturday",30,20,6,20
"935",1336250,2005-04-03,2.2,2.25,2.2,0.2,0.25,0.2,6,0,2005-04-03,1,1,"4","Sunday",2.25,0.25,6,2
"936",1336262,2005-02-08,97413,18244,1546.2,97420,18133,1546.3,17645,142,2005-06-30,63,5,"2","Friday",20,40,2,-7
"937",1336268,2005-02-09,1523.6,548.25,190.4,1259.3,358.25,157.4,427,196,2005-08-24,8,5,"3","Wednesday",314,264,52,264.3
"938",1336286,2005-02-06,2984.6,855.45,248.7,2705.4,965.85,225.5,1776,82,2005-04-29,12,3,"2","Monday",12,0,6,279.2
"939",1336287,2005-04-02,1058,888,529,994,860,497,174,2,2005-04-04,2,1,"4","Monday",170,134,77,64
"940",1336306,2005-05-18,3.5,3.5,3.5,0.5,0.5,0.5,14,0,2005-05-18,1,1,"5","Wednesday",3.5,0.5,14,3
"941",1336315,2005-02-14,1,1,1,0,0,0,1,0,2005-02-14,1,1,"2","Monday",1,0,1,1
"942",1336319,2005-02-07,5078.2,1524,846.4,4636.2,1549,772.7,42,124,2005-06-11,6,2,"2","Monday",685,635,1,442
"943",1336321,2005-02-09,0,0,0,0,0,0,6,44,2005-03-25,3,2,"2","Friday",0,0,1,0
"944",1336326,2005-02-10,12,12,12,0,0,0,1,0,2005-02-10,1,1,"2","Thursday",12,0,1,12
"945",1336337,2005-02-09,160.5,74.5,53.5,105.5,41.5,35.2,53,142,2005-07-01,3,2,"2","Friday",54.5,24.5,12,55
"946",1336338,2005-02-05,55,55,55,15,15,15,9,0,2005-02-05,1,1,"2","Saturday",55,15,9,40
"947",1336367,2005-04-27,662,561,331,613.5,561,306.8,133,1,2005-04-28,2,1,"4","Thursday",101,52.5,21,48.5
"948",1336370,2005-03-31,493175.3,232554,6489.1,503743.9,244758,6628.2,4002,180,2005-09-27,71,7,"4","Sunday",3276,2306,2,-10568.6
"949",1336409,2005-03-01,70.2,70.25,70.2,46.5,46.45,46.5,45,0,2005-03-01,1,1,"3","Tuesday",70.25,46.45,45,23.7
"950",1336429,2005-02-06,301,108,60.2,256.5,98,51.3,245,160,2005-07-16,5,3,"2","Sunday",41,31.5,36,44.5
"951",1336431,2005-07-06,1,1,1,0,0,0,1,0,2005-07-06,1,1,"7","Wednesday",1,0,1,1
"952",1336435,2005-02-06,1124.5,352,187.4,905,365,150.8,156,119,2005-06-05,6,4,"2","Sunday",224.5,149,28,219.5
"953",1336448,2005-02-24,1609.8,429,100.6,1743.9,604,109,2423,127,2005-07-01,16,5,"6","Friday",1.65,0.65,61,-134.1
"954",1336465,2005-02-08,5,5,5,0,0,0,1,0,2005-02-08,1,1,"2","Tuesday",5,0,1,5
"955",1336469,2005-02-06,178,125,89,98,74,49,93,64,2005-04-11,2,2,"2","Monday",125,74,57,80
"956",1336478,2005-03-01,3008,937,200.5,2678,976,178.5,65,116,2005-06-25,14,3,"3","Thursday",40,0,1,330
"957",1336501,2005-02-20,507,351.75,169,395,290,131.7,186,3,2005-02-23,3,1,"2","Monday",80.25,49.5,28,112
"958",1336510,2005-02-06,118268.9,7718.4,1344,108806,8028.7,1236.4,47231,236,2005-09-30,86,8,"8","Tuesday",402.3,488.85,181,9462.89999999999
"959",1336520,2005-07-27,544,188,60.4,522,193.5,58,476,13,2005-08-09,7,2,"7","Wednesday",12,4,10,22
"960",1336534,2005-02-06,1025,1025,1025,628,628,628,167,0,2005-02-06,1,1,"2","Sunday",1025,628,167,397
"961",1336561,2005-04-29,4,4,4,1,1,1,8,0,2005-04-29,1,1,"4","Friday",4,1,8,3
"962",1336569,2005-02-06,140313,26672,7795.2,138257,27286,7680.9,9909,184,2005-08-09,18,4,"2","Thursday",5560,4620,377,2056
"963",1336585,2005-08-26,16400.2,4985,2050,15908,5185,1988.5,34,12,2005-09-07,8,2,"8","Friday",2722,2672,2,492.200000000001
"964",1336610,2005-02-14,1472,493,105.1,1428,492.5,102,1493,185,2005-08-18,14,5,"7","Monday",19,14.5,19,44
"965",1336619,2005-02-06,13.5,13.5,13.5,10.5,10.5,10.5,14,0,2005-02-06,1,1,"2","Sunday",13.5,10.5,14,3
"966",1336625,2005-04-03,22,20,11,15.5,15.5,7.8,21,1,2005-04-04,2,1,"4","Monday",2,0,2,6.5
"967",1336626,2005-02-06,36,36,36,30,30,30,11,0,2005-02-06,1,1,"2","Sunday",36,30,11,6
"968",1336639,2005-02-07,5088.8,2991,508.9,4899.8,2926,490,142,128,2005-06-15,9,3,"6","Wednesday",283,253,1,189
"969",1336645,2005-08-27,2014,876,287.7,1976,735,282.3,26,30,2005-09-26,7,2,"9","Friday",49,64,1,38
"970",1336662,2005-02-06,44,42,22,32,31,16,78,212,2005-09-06,2,2,"2","Sunday",42,31,76,12
"971",1336694,2005-02-06,68263.5,11204,2133.2,66856.7,12099.5,2089.3,3654,235,2005-09-29,32,7,"9","Sunday",1531.62,1427.6,62,1406.8
"972",1336704,2005-08-18,5359,2361,765.6,5055.5,2483,722.2,312,18,2005-09-05,7,2,"8","Monday",526,467,122,303.5
"973",1336708,2005-09-24,61,61,61,44,44,44,196,0,2005-09-24,1,1,"9","Saturday",61,44,196,17
"974",1336745,2005-04-28,183,183,183,171,171,171,3,0,2005-04-28,1,1,"4","Thursday",183,171,3,12
"975",1336746,2005-02-06,15388,15388,15388,15188,15188.04,15188,1228,0,2005-02-06,1,1,"2","Sunday",15388,15188.04,1228,200
"976",1336747,2005-02-14,35,34.75,17.5,36.2,36.25,18.1,83,120,2005-06-14,2,2,"2","Monday",0.25,0,1,-1.2
"977",1336781,2005-02-06,2217.5,1152,554.4,2058,1086,514.5,1151,4,2005-02-10,4,1,"2","Monday",78.5,64,76,159.5
"978",1336788,2005-02-06,27,27,27,14,14,14,7,0,2005-02-06,1,1,"2","Sunday",27,14,7,13
"979",1336789,2005-02-06,1774,811.75,295.7,1580.6,758.75,263.4,615,3,2005-02-09,4,1,"2","Sunday",21.0414,12.6,2,193.4
"980",1336805,2005-08-24,9594,7136.5,2398.5,10314,8116.5,2578.5,77,2,2005-08-26,3,1,"8","Wednesday",2070,1920,3,-720
"981",1336807,2005-02-06,3533,1720.5,588.8,3463,1654.5,577.2,673,14,2005-02-20,6,1,"2","Sunday",1720.5,1654.5,556,70
"982",1336811,2005-02-09,18270.1,7520,1218,17917,7507,1194.5,8607,47,2005-03-28,15,2,"3","Tuesday",93.5,58.5,90,353.099999999999
"983",1336856,2005-02-17,1661.7,1412.19,830.8,1477.3,1292.3,738.6,672,6,2005-02-23,2,1,"2","Thursday",249.5,185,110,184.4
"984",1336865,2005-04-03,5654.8,3407,706.8,5578.2,3527,697.3,2389,173,2005-09-23,8,2,"9","Monday",237,222,160,76.6000000000004
"985",1336889,2005-02-16,460,274,115,429,226,107.2,307,4,2005-02-20,4,1,"2","Friday",274,226,166,31
"986",1336901,2005-02-08,2689.8,2689.85,1344.9,2474.6,2474.55,1237.3,295,134,2005-06-22,2,2,"2","Tuesday",0,0,0,215.2
"987",1336926,2005-08-18,18.5,18.5,18.5,13.5,13.5,13.5,19,0,2005-08-18,1,1,"8","Thursday",18.5,13.5,19,5
"988",1336959,2005-02-10,45,45,45,40,40,40,5,0,2005-02-10,1,1,"2","Thursday",45,40,5,5
"989",1336997,2005-07-10,5.4,5.4,5.4,1.6,1.55,1.6,4,0,2005-07-10,1,1,"7","Sunday",5.4,1.55,4,3.8
"990",1337002,2005-04-03,6856,1144,145.9,6597.5,1077,140.4,5325,177,2005-09-27,47,3,"4","Thursday",1144,1077,1031,258.5
"991",1337006,2005-02-27,2614.9,453.6431,93.4,2451.2,393.75,87.5,120,148,2005-07-25,28,5,"7","Monday",92.5,89.5,5,163.7
"992",1337015,2005-02-08,111,100,55.5,91,89,45.5,111,1,2005-02-09,2,1,"2","Tuesday",11,2,10,20
"993",1337026,2005-02-06,6045,3039,1007.5,6019.5,3174.5,1003.2,2864,6,2005-02-12,6,1,"2","Monday",231,222,224,25.5
"994",1337029,2005-02-06,30912.7,6719,1717.4,29796.3,6490.32,1655.4,6980,223,2005-09-17,18,4,"3","Saturday",3189,2729.2,516,1116.4
"995",1337034,2005-02-06,123719,18388,3172.3,119911,18126,3074.6,19173,236,2005-09-30,39,4,"9","Wednesday",4325,4530,368,3808
"996",1337040,2005-02-06,3961.5,3094,990.4,4007.5,3306,1001.9,8,13,2005-02-19,3,1,"2","Sunday",403.5,336.5,2,-46
"997",1337045,2005-04-27,2988.1,999.27,597.6,2899.5,1383.75,579.9,2541,9,2005-05-06,5,2,"5","Friday",801.9,410.9,702,88.5999999999999
"998",1337068,2005-02-06,173,61,28.8,158,58.5,26.3,173,128,2005-06-14,6,3,"2","Tuesday",22,22,22,15
"999",1337071,2005-02-06,246,181,82,217,187,72.3,116,225,2005-09-19,3,2,"2","Monday",30,10,1,29
"1000",1337093,2005-02-06,566,330.5,283,456.5,251,228.2,120,1,2005-02-07,2,1,"2","Monday",330.5,251,65,109.5
"1001",1337110,2005-08-28,50.4,9,5.6,42.4,10,4.7,71,28,2005-09-25,9,2,"9","Sunday",2,2,2,8
"1002",1337152,2005-09-30,14.8,14.75,14.8,15,15,15,32,0,2005-09-30,1,1,"9","Friday",14.75,15,32,-0.199999999999999
"1003",1337159,2005-03-02,293,166,48.8,323.5,189,53.9,15,194,2005-09-12,6,3,"3","Friday",1,0,1,-30.5
"1004",1337169,2005-02-06,2074.8,780.5,345.8,2029.2,820,338.2,996,3,2005-02-09,4,1,"2","Sunday",780.5,820,9,45.6000000000001
"1005",1337173,2005-04-27,1508.5,678.5,150.8,1443,662.5,144.3,1161,19,2005-05-16,10,2,"5","Friday",15,15.5,15,65.5
"1006",1337205,2005-02-21,69793,17211.5,7754.8,65480,16343.5,7275.6,5858,47,2005-04-09,9,2,"2","Monday",65,52.5,13,4313
"1007",1337214,2005-04-19,0,0,0,0,0,0,4,0,2005-04-19,1,1,"4","Tuesday",0,0,4,0
"1008",1337235,2005-03-13,20,20,20,16,16,16,20,0,2005-03-13,1,1,"3","Sunday",20,16,20,4
"1009",1337250,2005-07-02,70,70,70,53,53,53,19,0,2005-07-02,1,1,"7","Saturday",70,53,19,17
"1010",1337274,2005-02-15,10,10,10,4,4,4,5,0,2005-02-15,1,1,"2","Tuesday",10,4,5,6
"1011",1337292,2005-02-06,24,24,24,21.8,21.75,21.8,72,0,2005-02-06,1,1,"2","Sunday",24,21.75,72,2.2
"1012",1337302,2005-06-13,7007.5,2212.5,875.9,6558.8,2195.75,819.9,5865,109,2005-09-30,8,2,"9","Monday",1764,1810,1398,448.7
"1013",1337319,2005-02-06,272,272,272,242,242,242,250,0,2005-02-06,1,1,"2","Sunday",272,242,250,30
"1014",1337321,2005-02-08,11643.5,1220.5,207.9,11224.6,1212,200.4,6711,202,2005-08-29,56,7,"5","Thursday",332,239.5,183,418.9
"1015",1337324,2005-02-06,1244,515,124.4,1163.5,504,116.3,248,226,2005-09-20,10,2,"2","Saturday",7,2,1,80.5
"1016",1337326,2005-02-07,363.2,135.25,72.7,323.2,112.25,64.7,199,10,2005-02-17,5,1,"2","Monday",135.25,112.25,123,40
"1017",1337336,2005-08-08,25,25,25,0,0,0,3,0,2005-08-08,1,1,"8","Monday",25,0,3,25
"1018",1337341,2005-08-21,64,64,64,64,64,64,58,0,2005-08-21,1,1,"8","Sunday",64,64,58,0
"1019",1337346,2005-02-06,269,189,53.8,250.2,172.75,50,107,67,2005-04-14,4,3,"2","Sunday",10,20,1,18.8
"1020",1337398,2005-02-12,15081.5,5605.5,754.1,14669,5506,733.5,4113,214,2005-09-14,20,5,"5","Saturday",32,22,17,412.5
"1021",1337416,2005-02-06,8520,7966.5,4260,8430.5,8076.5,4215.2,14,1,2005-02-07,2,1,"2","Monday",553.5,354,2,89.5
"1022",1337434,2005-02-06,0.5,0.5,0.5,0,0,0,5,0,2005-02-06,1,1,"2","Sunday",0.5,0,5,0.5
"1023",1337443,2005-02-06,1.8,1.75,1.8,0.8,0.75,0.8,7,0,2005-02-06,1,1,"2","Sunday",1.75,0.75,7,1
"1024",1337448,2005-02-06,396.5,218.5,99.1,361.5,197,90.4,403,55,2005-04-02,4,3,"4","Friday",162,149.5,164,35
"1025",1337457,2005-08-27,3,3,3,0,0,0,3,0,2005-08-27,1,1,"8","Saturday",3,0,3,3
"1026",1337472,2005-02-18,1565.5,581,156.5,1492,588.75,149.2,366,139,2005-07-07,10,4,"2","Friday",37.75,26.25,8,73.5
"1027",1337473,2005-02-26,50,37.5,16.7,62.5,42.5,20.8,47,3,2005-03-01,3,2,"2","Saturday",37.5,42.5,38,-12.5
"1028",1337498,2005-02-10,3283.5,849.5,410.4,3091,828.5,386.4,3164,205,2005-09-03,8,3,"2","Friday",89,70.5,90,192.5
"1029",1337500,2005-08-01,7051,6231,1410.2,6957,6100.5,1391.4,1389,55,2005-09-25,5,2,"9","Saturday",6231,6100.5,1050,94
"1030",1337520,2005-08-25,2449.7,1358.93,489.9,2199.7,1308.93,439.9,1677,36,2005-09-30,5,2,"9","Friday",1358.93,1308.93,685,250
"1031",1337537,2005-02-06,72363,26912.5,6030.2,66883.5,25975,5573.6,1477,173,2005-07-29,12,3,"2","Thursday",0,0,32,5479.5
"1032",1337542,2005-09-29,343,277.5,171.5,324.5,249.5,162.2,349,1,2005-09-30,2,1,"9","Friday",277.5,249.5,283,18.5
"1033",1337564,2005-02-06,2598.2,584,216.5,2223.8,553,185.3,664,208,2005-09-02,12,5,"8","Wednesday",322,275,57,374.4
"1034",1337578,2005-02-17,657.5,314,54.8,640,300,53.3,301,185,2005-08-21,12,4,"7","Sunday",7,4,2,17.5
"1035",1337626,2005-02-08,220,174,110,169,141,84.5,6,2,2005-02-10,2,1,"2","Thursday",174,141,4,51
"1036",1337629,2005-02-09,4172,4172,4172,4097.5,4097.5,4097.5,2,0,2005-02-09,1,1,"2","Wednesday",4172,4097.5,2,74.5
"1037",1337657,2005-02-07,80.5,80.5,80.5,62.5,62.5,62.5,74,0,2005-02-07,1,1,"2","Monday",80.5,62.5,74,18
"1038",1337658,2005-02-07,549.8,197.5,91.6,652.5,252,108.8,26,35,2005-03-14,6,2,"2","Monday",4,3,1,-102.7
"1039",1337663,2005-03-11,65,65,65,70,70,70,12,0,2005-03-11,1,1,"3","Friday",65,70,12,-5
"1040",1337684,2005-05-14,1437,482.5,287.4,1299,431,259.8,251,60,2005-07-13,5,3,"5","Wednesday",482.5,392,103,138
"1041",1337686,2005-03-04,126,46.25,25.2,119.4,48.8,23.9,96,131,2005-07-13,5,3,"3","Wednesday",2,3,2,6.59999999999999
"1042",1337693,2005-02-12,10,10,10,0,0,0,2,0,2005-02-12,1,1,"2","Saturday",10,0,2,10
"1043",1337704,2005-02-19,9409.5,2698,1881.9,8960,2634.5,1792,1027,8,2005-02-27,5,1,"2","Saturday",2238,1818,138,449.5
"1044",1337730,2005-05-21,783.5,690.5,261.2,714,650.5,238,511,8,2005-05-29,3,1,"5","Sunday",65,50,63,69.5
"1045",1337742,2005-08-28,400,400,400,380,380,380,56,0,2005-08-28,1,1,"8","Sunday",400,380,56,20
"1046",1337756,2005-02-09,65331.7,7150,1256.4,62233.8,7202.5,1196.8,11238,189,2005-08-17,52,6,"6","Monday",764.5,669.5,227,3097.89999999999
"1047",1337759,2005-02-06,5252.6,1036.15,375.2,4977.5,1228,355.5,92,183,2005-08-08,14,4,"7","Monday",669,527,6,275.1
"1048",1337767,2005-05-08,71,54,35.5,46.5,34.5,23.2,44,20,2005-05-28,2,1,"5","Saturday",17,12,8,24.5
"1049",1337771,2005-02-24,4209.2,1761.5,200.4,3730.7,1566.5,177.7,2321,118,2005-06-22,19,5,"4","Wednesday",0,0,0,478.5
"1050",1337813,2005-02-06,9,9,9,0,0,0,6,0,2005-02-06,1,1,"2","Sunday",9,0,6,9
"1051",1337818,2005-02-11,4686.5,1547.5,669.5,4819,1537,688.4,1163,21,2005-03-04,7,2,"2","Friday",2,0,2,-132.5
"1052",1337833,2005-02-06,315,264,157.5,264,264,132,14,63,2005-04-10,2,2,"2","Sunday",51,0,4,51
"1053",1337856,2005-02-06,7475,4520,1245.8,6345.5,3670,1057.6,348,90,2005-05-07,6,4,"2","Saturday",4520,3670,60,1129.5
"1054",1337887,2005-02-06,88132.3,5353.75,1241.3,79970.6,5558.09,1126.3,10862,186,2005-08-11,63,6,"7","Thursday",621.25,573.6345,2,8161.7
"1055",1337895,2005-02-19,16,9,8,6.5,4.5,3.2,2,10,2005-03-01,2,2,"2","Saturday",9,4.5,1,9.5
"1056",1337912,2005-02-08,1249,135.18,20.5,1042.9,118.94,17.1,1400,115,2005-06-03,50,5,"4","Monday",14.6,6.42,1,206.1
"1057",1337974,2005-02-17,5080,2840,1693.3,4047.5,2430,1349.2,75,103,2005-05-31,3,3,"2","Tuesday",770,645,4,1032.5
"1058",1337979,2005-03-24,855.5,229,85.5,772.5,212.5,77.2,652,46,2005-05-09,10,2,"3","Monday",55,51.5,35,83
"1059",1338014,2005-05-28,452.8,452.79,452.8,334.8,334.79,334.8,98,0,2005-05-28,1,1,"5","Saturday",452.79,334.79,98,118
"1060",1338033,2005-02-10,58,58,58,32,32,32,39,0,2005-02-10,1,1,"2","Thursday",58,32,39,26
"1061",1338045,2005-02-06,6602,1014,388.4,6535.5,1094,384.4,589,162,2005-07-18,15,5,"4","Friday",0,0,2,66.5
"1062",1338054,2005-03-02,10,10,10,9,9,9,6,0,2005-03-02,1,1,"3","Wednesday",10,9,6,1
"1063",1338063,2005-05-26,257.5,90,51.5,227,102,45.4,183,122,2005-09-25,5,4,"8","Monday",12,8,11,30.5
"1064",1338066,2005-02-06,20,20,20,10,10,10,4,0,2005-02-06,1,1,"2","Sunday",20,10,4,10
"1065",1338115,2005-02-06,16,9.5,5.3,2.8,1.5,0.9,22,136,2005-06-22,3,2,"2","Saturday",0,0,0,13.2
"1066",1338129,2005-03-07,2,2,2,0,0,0,2,0,2005-03-07,1,1,"3","Monday",2,0,2,2
"1067",1338144,2005-03-21,41.5,33.5,20.8,22.8,22.75,11.4,6,15,2005-04-05,2,2,"3","Monday",8,0,1,18.7
"1068",1338164,2005-02-14,871,711,174.2,945,797,189,132,37,2005-03-23,5,2,"3","Friday",3,2,1,-74
"1069",1338168,2005-09-04,722.6,120,55.6,633.2,131.27,48.7,580,26,2005-09-30,13,1,"9","Friday",0.36,0,4,89.4
"1070",1338172,2005-02-12,1159.8,567.75,193.3,1103.4,558.95,183.9,1044,36,2005-03-20,6,2,"2","Saturday",17,0,17,56.3999999999999
"1071",1338193,2005-02-08,44096.5,2711.25,588,41409.2,2631.25,552.1,45460,97,2005-05-16,54,4,"3","Thursday",987.61,872.54,732,2687.3
"1072",1338208,2005-02-21,44,33,22,52,52,26,12,1,2005-02-22,2,1,"2","Monday",11,0,1,-8
"1073",1338221,2005-02-11,1447.2,529.5,160.8,1348,503,149.8,805,216,2005-09-15,9,3,"3","Thursday",35,32,88,99.2
"1074",1338246,2005-02-07,135.5,54.5,45.2,91,42.5,30.3,169,148,2005-07-05,3,3,"2","Monday",51,42.5,47,44.5
"1075",1338258,2005-09-06,15,15,15,35,35,35,2,0,2005-09-06,1,1,"9","Tuesday",15,35,2,-20
"1076",1338260,2005-04-10,0,0,0,0,0,0,2,0,2005-04-10,1,1,"4","Sunday",0,0,2,0
"1077",1338264,2005-06-02,17615,15366,2935.8,16830,14918,2805,891,19,2005-06-21,6,1,"6","Tuesday",34,0,8,785
"1078",1338265,2005-02-06,2847,1722,316.3,2737.2,1594.56,304.1,56,64,2005-04-11,9,3,"2","Thursday",579.69,551.85,11,109.8
"1079",1338268,2005-05-13,109.4,109.42,109.4,201.8,201.8102,201.8,27,0,2005-05-13,1,1,"5","Friday",109.42,201.8102,27,-92.4
"1080",1338275,2005-02-06,2086.5,970,347.8,1979.5,945,329.9,618,35,2005-03-13,6,2,"2","Friday",221,207.5,158,107
"1081",1338287,2005-09-12,136,91,27.2,124.5,93.5,24.9,109,9,2005-09-21,4,1,"9","Sunday",12,7,12,11.5
"1082",1338292,2005-03-31,59,59,59,49,49,49,6,0,2005-03-31,1,1,"3","Thursday",59,49,6,10
"1083",1338315,2005-09-23,170.8,116.25,56.9,146.2,95.75,48.8,142,2,2005-09-25,3,1,"9","Friday",22,15,17,24.6
"1084",1338318,2005-04-14,100.5,100.45,100.5,171.8,171.7569,171.8,27,0,2005-04-14,1,1,"4","Thursday",100.45,171.7569,27,-71.3
"1085",1338320,2005-07-10,250.8,85.25,31.3,276.2,78.75,34.5,39,48,2005-08-27,8,2,"7","Saturday",10.5,15.5,2,-25.4
"1086",1338331,2005-04-15,103.9,103.9,103.9,161.2,161.25,161.2,36,0,2005-04-15,1,1,"4","Friday",103.9,161.25,36,-57.3
