,label,adress,energy1,energy1label,energy2,energy2label,pricesquare,informationlist
140,Publiée il y a plus de 1 mois | Réf. de l’annonce : 5389,Roubaix 59100 (Moulin - Potennerie),233,E,39,E,2 180 €/m²,"['Prix\u202f: 230 000 €, honoraires : 5,53% TTC inclus à la charge de l’acquéreur (218 000 € hors honoraires)', 'Estimez votre mensualité', '100 m²', '385 m² de terrain', '5 pièces', '3 chambres', 'Terrasse', 'Jardin', '2 garages', 'Exposé Sud', 'Chauffage : gaz individuel', 'Cave', '1 salle de bain', '1 WC', '2 places de parking', 'Réf. de l’annonce : 5389', 'Publiée il y a plus de 1 mois', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
141,Publiée le 19 nov. 2019 | Réf. de l’annonce : 120901E1GLTS,Tourcoing 59200 (Brun Pain - Francs - Clinquet),169,D,39,E,2 225 €/m²,"['Prix\u202f: 222 450 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '102 m² de terrain', '4 pièces', '3 chambres', 'Jardin', 'Chauffage : individuel', '1 salle de bain', '1 place de parking', 'Mandat en exclusivité', 'Réf. de l’annonce : 120901E1GLTS', 'Publiée le 19 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
142,Publiée il y a plus de 1 mois | Modifiée le 16 nov. 2019 | Réf. de l’annonce : so1673,Roubaix 59100 (Barbieux - Edouard Vaillant - Vauban),322,E,61,F,1 770 €/m²,"['Prix\u202f: 177 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '100 m² de terrain', '6 pièces', '3 chambres', 'Jardin', 'Exposé Sud Ouest', 'Chauffage : radiateur gaz individuel', 'Construit en 1930', 'Réf. de l’annonce : so1673', 'Publiée il y a plus de 1 mois', 'Modifiée le 16 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
143,Publiée il y a plus de 1 mois | Modifiée le 8 nov. 2019 | Réf. de l’annonce : CO13801,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),105,C,24,D,1 772 €/m²,"['Prix\u202f: 177 200 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '70 m² de terrain', '6 pièces', '4 chambres', 'Jardin', 'Chauffage : radiateur gaz individuel', '1 salle de bain', '1 WC', '2 étages', 'Construit en 1930', 'Réf. de l’annonce : CO13801', 'Publiée il y a plus de 1 mois', 'Modifiée le 8 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
144,Publiée il y a plus de 1 mois | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 120901E1770A,Tourcoing 59200 (Phalempins),230,D,54,E,1 238 €/m²,"['Prix\u202f: 123 750 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '65 m² de terrain', '4 pièces', '3 chambres', 'Jardin', 'Chauffage : individuel', '1 salle de bain', 'Réf. de l’annonce : 120901E1770A', 'Publiée il y a plus de 1 mois', 'Modifiée le 28 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
145,Publiée il y a plus de 1 mois | Modifiée le 22 oct. 2019 | Réf. de l’annonce : 9799303,Tourcoing 59200,230,D,,D,1 490 €/m²,"['Prix\u202f: 149 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '50 m² de terrain', '4 pièces', '3 chambres', 'Jardin de 50 m²', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 9799303', 'Publiée il y a plus de 1 mois', 'Modifiée le 22 oct. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
146,Publiée il y a plus de 1 mois | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 120906E1FQOB,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),136,C,3,A,1 512 €/m²,"['Prix\u202f: 151 200 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '50 m² de terrain', '5 pièces', '3 chambres', 'Jardin', 'Chauffage : individuel', '1 salle de bain', 'Réf. de l’annonce : 120906E1FQOB', 'Publiée il y a plus de 1 mois', 'Modifiée le 28 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
147,Publiée il y a plus de 1 mois | Réf. de l’annonce : 16424363,Tourcoing 59200,235,E,35,D,1 090 €/m²,"['Prix\u202f: 109 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '30 m² de terrain', '5 pièces', '4 chambres', 'Jardin de 30 m²', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 cave', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 16424363', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
148,Publiée le 18 déc. 2019 | Réf. de l’annonce : CO13806,Roubaix 59100 (Sainte-Elisabeth),222,D,27,D,1 550 €/m²,"['Prix\u202f: 155 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '16 m² de terrain', '5 pièces', '4 chambres', 'Jardin', 'Chauffage : radiateur gaz individuel', '1 salle de bain', '1 WC', '1 box', 'Construit en 1920', 'Réf. de l’annonce : CO13806', 'Publiée le 18 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
149,Publiée il y a plus de 1 mois | Modifiée le 22 oct. 2019 | Réf. de l’annonce : 23453270,Tourcoing 59200,230,D,10,B,1 050 €/m²,"['Prix\u202f: 105 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '12 m² de terrain', '5 pièces', '4 chambres', 'Jardin', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '1 salle d’eau', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 23453270', 'Publiée il y a plus de 1 mois', 'Modifiée le 22 oct. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
150,Publiée le 5 nov. 2019 | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1108,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 080 €/m²,"['Prix\u202f: 108 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '4 pièces', '3 chambres', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 1108', 'Publiée le 5 nov. 2019', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
151,Publiée le 15 nov. 2019 | Modifiée le 5 déc. 2019 | Réf. de l’annonce : VM23852-IMMOTRAM2,Roubaix 59100,179,D,42,E,1 040 €/m²,"['Prix\u202f: 112 500 €, honoraires : 8,17% TTC inclus à la charge de l’acquéreur (104 000 € hors honoraires)', 'Estimez votre mensualité', '100 m²', '4 pièces', '3 chambres', 'Terrasse', 'Exposé Ouest', 'Chauffage : gaz individuel', 'Cave', '1 salle de bain', '1 WC', '3 étages', 'Réf. de l’annonce : VM23852-IMMOTRAM2', 'Publiée le 15 nov. 2019', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
152,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1084,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 160 €/m²,"['Prix\u202f: 116 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '4 pièces', '3 chambres', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 1084', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
153,Publiée le 5 nov. 2019 | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1107,Tourcoing 59200 (Centre-ville),215,D,En cours de réalisation,NA,1 180 €/m²,"['Prix\u202f: 118 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '5 pièces', '4 chambres', 'Chauffage : gaz individuel', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 1107', 'Publiée le 5 nov. 2019', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
154,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : TMAI108700,Roubaix 59100 (Cartigny - Hutin),272,E,28,D,1 199 €/m²,"['Prix\u202f: 119 900 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '5 pièces', '3 chambres', '1 terrasse', 'Exposé Sud', 'Chauffage : Radiateur Gaz Individuel', '1 salle de bain', '3 étages', 'Réf. de l’annonce : TMAI108700', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
155,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1005,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 220 €/m²,"['Prix\u202f: 122 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '3 pièces', '3 chambres', 'Travaux à prévoir', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 1005', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
156,Publiée le 5 nov. 2019 | Modifiée le 16 nov. 2019 | Réf. de l’annonce : 590131393,Tourcoing 59200 (Phalempins),En cours de réalisation,NA,En cours de réalisation,NA,1 200 €/m²,"['Prix\u202f: 126 900 €, honoraires : 5,75% TTC inclus à la charge de l’acquéreur (120 000 € hors honoraires)', 'Estimez votre mensualité', '100 m²', '5 pièces', '3 chambres', 'Terrasse', 'Chauffage : gaz', '1 salle de bain', '1 WC', '2 étages', 'Construit en 1930', 'Réf. de l’annonce : 590131393', 'Publiée le 5 nov. 2019', 'Modifiée le 16 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
157,Publiée le 6 déc. 2019 | Réf. de l’annonce : 1135,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 280 €/m²,"['Prix\u202f: 128 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '4 pièces', '3 chambres', 'Chauffage : individuel', '1 salle de bain', '2 WC', '3 étages', 'Réf. de l’annonce : 1135', 'Publiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
158,Publiée le 5 déc. 2019 | Réf. de l’annonce : 4396UBI,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),150,C,35,D,1 615 €/m²,"['Prix\u202f: 161 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '4 pièces', '3 chambres', 'Exposé Nord Ouest', 'Cave', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 4396UBI', 'Publiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
159,Publiée le 11 déc. 2019 | Réf. de l’annonce : 28596259,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 790 €/m²,"['Prix\u202f: 179 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '3 pièces', '2 chambres', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '1 salle de bain', '2 WC', '1 box', 'Rez-de-chaussée', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 28596259', 'Publiée le 11 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
160,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1088,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 890 €/m²,"['Prix\u202f: 189 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '4 pièces', '3 chambres', 'Chauffage : gaz individuel', '1 salle de bain', '1 WC', '1 étage', 'Réf. de l’annonce : 1088', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
161,Publiée il y a plus de 1 mois | Réf. de l’annonce : 27585036,Tourcoing 59200,230,D,35,D,1 930 €/m²,"['Prix\u202f: 193 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '3 pièces', '2 chambres', '1 terrasse', 'Jardin de 4.5 m²', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '1 salle de bain', '1 WC', 'Aménagement pour Handicapés', '1 parking intérieur', '1er étage (sur 2)', 'Construit en 1920', 'Ascenseur', 'Digicode', 'Interphone', 'Réf. de l’annonce : 27585036', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
162,Publiée le 6 nov. 2019 | Modifiée le 26 nov. 2019 | Réf. de l’annonce : 120901E1F6RL,Tourcoing 59200 (Belencontre - Fin de la Guerre),172,D,23,D,2 025 €/m²,"['Prix\u202f: 202 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '5 pièces', '4 chambres', 'Chauffage : individuel', '1 salle de bain', 'Mandat en exclusivité', 'Réf. de l’annonce : 120901E1F6RL', 'Publiée le 6 nov. 2019', 'Modifiée le 26 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
163,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 816,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,2 100 €/m²,"['Prix\u202f: 210 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100 m²', '3 pièces', '2 chambres', '1 salle de bain', '1 WC', '1 étage', 'Mandat en exclusivité', 'Réf. de l’annonce : 816', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
164,Publiée le 9 déc. 2019,Roubaix 59100,En cours de réalisation,NA,En cours de réalisation,NA,1 482 €/m²,"['Prix\u202f: 154 000 €, honoraires : 4,76% TTC inclus à la charge de l’acquéreur (147 000 € hors honoraires)', 'Estimez votre mensualité', '99,16 m²', '3 pièces', '2 chambres', 'Exposé Nord Est', 'Chauffage : Au sol Electrique Individuel', '3e étage (sur 4)', 'Ascenseur', 'Digicode', 'Visiophone', 'Publiée le 9 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
165,Publiée le 21 nov. 2019 | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 120901E1ESL7,Tourcoing 59200 (Belencontre - Fin de la Guerre),58,B,13,C,2 357 €/m²,"['Prix\u202f: 232 900 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '98,80 m²', '40 m² de terrain', '4 pièces', '3 chambres', 'Jardin', 'Chauffage : individuel', '1 salle de bain', '4 places de parking', 'Réf. de l’annonce : 120901E1ESL7', 'Publiée le 21 nov. 2019', 'Modifiée le 28 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
166,Publiée le 23 oct. 2019 | Modifiée le 29 nov. 2019 | Réf. de l’annonce : 27618058,Tourcoing 59200 (Phalempins),En cours de réalisation,NA,En cours de réalisation,NA,949 €/m²,"['Prix\u202f: 93 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '98 m²', '65 m² de terrain', '5 pièces', '4 chambres', 'Jardin de 10.5 m²', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 27618058', 'Publiée le 23 oct. 2019', 'Modifiée le 29 nov. 2019', 'Signaler une anomalie sur cette annonce']"
167,Publiée il y a plus de 1 mois | Modifiée le 5 déc. 2019 | Réf. de l’annonce : 4337,Tourcoing 59200 (Brun Pain - Francs - Clinquet),Non soumis,NA,Non soumis,NA,1 112 €/m²,"['Prix\u202f: 109 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '98 m²', '5 pièces', '4 chambres', '1 terrasse', 'Chauffage : électrique individuel', '1 salle de bain', '1 WC', '2 étages', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 4337', 'Publiée il y a plus de 1 mois', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
168,Publiée il y a plus de 1 mois | Modifiée le 17 déc. 2019 | Réf. de l’annonce : 88931_1895,Tourcoing 59200 (Brun Pain - Francs - Clinquet),NA,NA,NA,NA,NA,"['149 000 à 295 000 €', 'Estimez votre mensualité', '45 à 97 m²', '2 à 5 pièces', 'Point de vente : 30 rue Anatole France 59000 Lille', 'Livraison 4e trim. 2021', 'Éligible à la loi Pinel']"
169,Publiée le 23 nov. 2019 | Réf. de l’annonce : 28382787,Tourcoing 59200,350,F,40,E,1 804 €/m²,"['Prix\u202f: 175 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '97 m²', '150 m² de terrain', '4 pièces', '3 chambres', '1 terrasse', 'Jardin de 150 m²', '1 garage', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', '1 parking extérieur', 'Construit en 1968', 'Réf. de l’annonce : 28382787', 'Publiée le 23 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
170,Publiée il y a plus de 1 mois | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 120901E199OV,Tourcoing 59200 (Brun Pain - Francs - Clinquet),En cours de réalisation,NA,En cours de réalisation,NA,2 132 €/m²,"['Prix\u202f: 202 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '95 m²', '200 m² de terrain', '5 pièces', '4 chambres', 'Jardin', 'Chauffage : individuel', '2 places de parking', 'Réf. de l’annonce : 120901E199OV', 'Publiée il y a plus de 1 mois', 'Modifiée le 28 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
171,Publiée le 30 oct. 2019 | Modifiée le 29 nov. 2019 | Réf. de l’annonce : SO1691,Roubaix 59100 (Epeule - Trichon),89,B,20,C,1 211 €/m²,"['Prix\u202f: 115 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '95 m²', '40 m² de terrain', '5 pièces', '3 chambres', 'Jardin', 'Chauffage : radiateur gaz individuel', 'Cave', '1 salle de bain', '1 salle d’eau', '1 WC', '2 étages', 'Construit en 1930', 'Réf. de l’annonce : SO1691', 'Publiée le 30 oct. 2019', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
172,Publiée il y a plus de 1 mois | Modifiée le 3 nov. 2019 | Réf. de l’annonce : 24354333,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 200 €/m²,"['Prix\u202f: 114 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '95 m²', '25 m² de terrain', '5 pièces', '4 chambres', 'Jardin de 25 m²', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 24354333', 'Publiée il y a plus de 1 mois', 'Modifiée le 3 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
173,Publiée le 3 déc. 2019 | Modifiée le 4 déc. 2019 | Réf. de l’annonce : 4502,Tourcoing 59200 (Virolois),114,C,26,D,1 232 €/m²,"['Prix\u202f: 117 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '95 m²', '5 pièces', '4 chambres', 'Chauffage : gaz individuel', 'Cave', '1 salle de bain', '1 WC', '2 étages', 'Construit en 1930', 'Réf. de l’annonce : 4502', 'Publiée le 3 déc. 2019', 'Modifiée le 4 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
174,Publiée il y a plus de 1 mois | Modifiée le 22 oct. 2019 | Réf. de l’annonce : 23551610,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 295 €/m²,"['Prix\u202f: 123 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '95 m²', '4 pièces', '3 chambres', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 23551610', 'Publiée il y a plus de 1 mois', 'Modifiée le 22 oct. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
