,label,adress,energy1,energy1label,energy2,energy2label,pricesquare,informationlist
93,Publiée il y a plus de 1 mois | Modifiée le 14 déc. 2019 | Réf. de l’annonce : 27224049,Tourcoing 59200,180,D,180,G,1 491 €/m²,"['Prix\u202f: 164 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '100 m² de terrain', '4 pièces', '3 chambres', '1 terrasse', 'Jardin de 100 m²', '1 garage', 'Chauffage : GAZ', '1 salle de bain', '1 WC', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 27224049', 'Publiée il y a plus de 1 mois', 'Modifiée le 14 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
94,Publiée le 7 déc. 2019 | Modifiée le 8 déc. 2019 | Réf. de l’annonce : 28507481,Tourcoing 59200,173,D,40,E,1 764 €/m²,"['Prix\u202f: 194 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '100 m² de terrain', '5 pièces', '4 chambres', '1 terrasse', 'Jardin de 100 m²', '1 garage', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '2 WC', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 28507481', 'Publiée le 7 déc. 2019', 'Modifiée le 8 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
95,Publiée le 7 nov. 2019 | Réf. de l’annonce : VM23700-IMMOTRAM2,Tourcoing 59200,227,D,9,B,1 500 €/m²,"['Prix\u202f: 175 000 €, honoraires : 6,06% TTC inclus à la charge de l’acquéreur (165 000 € hors honoraires)', 'Estimez votre mensualité', '110 m²', '83 m² de terrain', '5 pièces', '4 chambres', 'Terrasse', 'Jardin', 'Exposé Est', 'Chauffage : électricité individuel', 'Cave', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : VM23700-IMMOTRAM2', 'Publiée le 7 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
96,Publiée le 3 déc. 2019 | Modifiée le 5 déc. 2019 | Réf. de l’annonce : VM23479-IMMOTRAM2,Tourcoing 59200,102,C,23,D,1 527 €/m²,"['Prix\u202f: 177 000 €, honoraires : 5,36% TTC inclus à la charge de l’acquéreur (168 000 € hors honoraires)', 'Estimez votre mensualité', '110 m²', '60 m² de terrain', '4 pièces', '3 chambres', 'Terrasse', 'Jardin', 'Chauffage : gaz', '1 salle de bain', '2 WC', '3 étages', 'Réf. de l’annonce : VM23479-IMMOTRAM2', 'Publiée le 3 déc. 2019', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
97,Publiée il y a plus de 1 mois | Réf. de l’annonce : 15191944,Tourcoing 59200,143,C,21,D,1 482 €/m²,"['Prix\u202f: 163 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '50 m² de terrain', '4 pièces', '3 chambres', '1 terrasse', 'Jardin de 50 m²', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '2 WC', 'Construit en 1930', 'Réf. de l’annonce : 15191944', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
98,Publiée le 16 nov. 2019 | Modifiée le 23 nov. 2019 | Réf. de l’annonce : 2865,Roubaix 59100 (Barbieux - Edouard Vaillant - Vauban),142,C,33,D,1 755 €/m²,"['Prix\u202f: 193 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '50 m² de terrain', '4 pièces', '3 chambres', 'Jardin', '3 étages', 'Réf. de l’annonce : 2865', 'Publiée le 16 nov. 2019', 'Modifiée le 23 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
99,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : CO13800,Roubaix 59100 (Hommelet),Vierge,NA,,G,782 €/m²,"['Prix\u202f: 86 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '6 m² de terrain', '6 pièces', '4 chambres', 'Jardin', 'Chauffage : radiateur gaz individuel', 'Cave', '1 salle de bain', '1 WC', '2 étages', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : CO13800', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
100,Publiée le 5 nov. 2019 | Modifiée le 13 déc. 2019 | Réf. de l’annonce : 96888MX2220,Roubaix 59100,158,D,,E,864 €/m²,"['Prix\u202f: 95 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '5 pièces', '4 chambres', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 96888MX2220', 'Publiée le 5 nov. 2019', 'Modifiée le 13 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
101,Publiée il y a plus de 1 mois | Modifiée le 21 nov. 2019 | Réf. de l’annonce : 24742283,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 118 €/m²,"['Prix\u202f: 123 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '6 pièces', '5 chambres', 'Jardin de 6 m²', 'Chauffage : AU SOL GAZ COLLECTIF', '1 cave', '1 WC', 'Rez-de-chaussée', 'Construit en 1970', 'Mandat en exclusivité', 'Réf. de l’annonce : 24742283', 'Publiée il y a plus de 1 mois', 'Modifiée le 21 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
102,Publiée il y a plus de 1 mois | Modifiée le 8 nov. 2019 | Réf. de l’annonce : 4333UBI,Tourcoing 59200 (Gambetta),179,D,41,E,1 091 €/m²,"['Prix\u202f: 127 000 €, honoraires : 6,00% TTC inclus à la charge de l’acquéreur (120 000 € hors honoraires)', 'Estimez votre mensualité', '110 m²', '6 pièces', '5 chambres', 'Balcon', 'Exposé Nord Ouest', 'Cave', '1 salle d’eau', '1 WC', 'Réf. de l’annonce : 4333UBI', 'Publiée il y a plus de 1 mois', 'Modifiée le 8 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
103,Publiée le 16 déc. 2019 | Réf. de l’annonce : 53_VMA550000523,Roubaix 59100 (Sainte-Elisabeth),152,D,42,E,1 191 €/m²,"['130 990 €', 'Estimez votre mensualité', '110 m²', '4 pièces', '4 chambres', 'Chauffage : radiateur fuel individuel', '1 salle de bain', '1 salle d’eau', '2 WC', 'Aménagement pour Handicapés', '2 étages', 'Construit en 1930', 'Réf. de l’annonce : 53_VMA550000523', 'Publiée le 16 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
104,Publiée le 5 nov. 2019 | Modifiée le 13 déc. 2019 | Réf. de l’annonce : 95262MX2220,Roubaix 59100,Vierge,NA,En cours de réalisation,NA,1 345 €/m²,"['Prix\u202f: 148 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '5 pièces', '4 chambres', '1 salle de bain', '1 place de parking', '2 étages', 'Réf. de l’annonce : 95262MX2220', 'Publiée le 5 nov. 2019', 'Modifiée le 13 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
105,Publiée il y a plus de 1 mois | Modifiée le 9 déc. 2019 | Réf. de l’annonce : VM23770-IMMOTRAM2,Roubaix 59100,133,C,3,A,1 236 €/m²,"['Prix\u202f: 149 000 €, honoraires : 9,56% TTC inclus à la charge de l’acquéreur (136 000 € hors honoraires)', 'Estimez votre mensualité', '110 m²', '5 pièces', '4 chambres', 'Exposé Est', 'Chauffage : individuel', 'Cave', '1 salle de bain', '2 WC', '2 étages', 'Réf. de l’annonce : VM23770-IMMOTRAM2', 'Publiée il y a plus de 1 mois', 'Modifiée le 9 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
106,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 120901E0HXW3,Roubaix 59100 (Pile),145,C,4,A,1 478 €/m²,"['Prix\u202f: 162 600 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '5 pièces', '4 chambres', 'Chauffage : individuel', '1 salle de bain', 'Réf. de l’annonce : 120901E0HXW3', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
107,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1077,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 500 €/m²,"['Prix\u202f: 165 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '5 pièces', '4 chambres', 'Chauffage : gaz individuel', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 1077', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
108,Publiée il y a plus de 1 mois | Modifiée le 9 déc. 2019 | Réf. de l’annonce : 1060,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 509 €/m²,"['Prix\u202f: 166 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '5 pièces', '4 chambres', 'Chauffage : gaz individuel', '1 salle de bain', '1 WC', '2 étages', 'Mandat en exclusivité', 'Réf. de l’annonce : 1060', 'Publiée il y a plus de 1 mois', 'Modifiée le 9 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
109,Publiée le 26 nov. 2019 | Modifiée le 29 nov. 2019 | Réf. de l’annonce : 28371329,Roubaix 59100 (Moulin - Potennerie),184,D,43,E,1 564 €/m²,"['Prix\u202f: 172 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '4 pièces', '3 chambres', '1 terrasse', 'Jardin de 16 m²', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 cave', '2 salles de bain', '1 WC', 'Construit en 1930', 'Mandat en exclusivité', 'Réf. de l’annonce : 28371329', 'Publiée le 26 nov. 2019', 'Modifiée le 29 nov. 2019', 'Signaler une anomalie sur cette annonce']"
110,Publiée le 5 nov. 2019 | Modifiée le 13 déc. 2019 | Réf. de l’annonce : 98451MX2220,Roubaix 59100,162,D,,E,1 668 €/m²,"['Prix\u202f: 183 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '110 m²', '6 pièces', '4 chambres', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 98451MX2220', 'Publiée le 5 nov. 2019', 'Modifiée le 13 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
111,Publiée il y a plus de 1 mois | Modifiée le 18 déc. 2019 | Réf. de l’annonce : 0010__10025,Tourcoing 59200 (Blanche Porte - Flocon),NA,NA,NA,NA,NA,"['152 000 à 319 000 €', 'Estimez votre mensualité', '44 à 110 m²', '2 à 5 pièces', 'Point de vente : CHS ALBERT EINSTEIN 59200 TOURCOING', 'Livraison 2e trim. 2020', '2 lots', 'Éligible à la loi Pinel']"
112,Publiée il y a plus de 1 mois | Modifiée le 7 déc. 2019 | Réf. de l’annonce : 4505,Tourcoing 59200 (Gambetta),179,D,41,E,1 109 €/m²,"['Prix\u202f: 119 900 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '108,11 m²', '5 pièces', '4 chambres', '1 terrasse', 'Chauffage : gaz collectif', 'Cave', '1 salle d’eau', '1 WC', '4 étages', 'Construit en 1970', 'Réf. de l’annonce : 4505', 'Publiée il y a plus de 1 mois', 'Modifiée le 7 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
113,Publiée le 12 déc. 2019 | Réf. de l’annonce : VM23882-IMMOTRAM2,Roubaix 59100,135,C,32,D,2 083 €/m²,"['Prix\u202f: 237 000 €, honoraires : 5,33% TTC inclus à la charge de l’acquéreur (225 000 € hors honoraires)', 'Estimez votre mensualité', '108 m²', '123 m² de terrain', '4 pièces', '3 chambres', 'Terrasse', 'Jardin', 'Exposé Ouest', 'Chauffage : gaz', 'Cave', '2 salles de bain', '2 WC', '2 étages', 'Réf. de l’annonce : VM23882-IMMOTRAM2', 'Publiée le 12 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
114,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : so1686,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),136,C,3,A,1 333 €/m²,"['Prix\u202f: 144 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '108 m²', '40 m² de terrain', '5 pièces', '3 chambres', 'Jardin', 'Chauffage : individuel', 'Cave', '1 salle de bain', '1 WC', '2 étages', 'Construit en 1930', 'Réf. de l’annonce : so1686', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
115,Publiée il y a plus de 1 mois | Réf. de l’annonce : TOUR-146k-14336,Tourcoing 59200 (Brun Pain - Francs - Clinquet),140,C,32,D,1 352 €/m²,"['Prix\u202f: 146 000 €, honoraires à la charge de l’acquéreur', 'Estimez votre mensualité', '108 m²', '5 pièces', '3 chambres', 'Réf. de l’annonce : TOUR-146k-14336', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
116,Publiée le 20 nov. 2019 | Modifiée le 5 déc. 2019 | Réf. de l’annonce : VA23544-IMMOTRAM2,Tourcoing 59200,166,D,8,B,1 435 €/m²,"['Prix\u202f: 163 000 €, honoraires : 5,16% TTC inclus à la charge de l’acquéreur (155 000 € hors honoraires)', 'Estimez votre mensualité', '108 m²', '4 pièces', '3 chambres', 'Terrasse', 'Balcon', 'Exposé Sud', 'Chauffage : électricité individuel', '1 salle de bain', '1 salle d’eau', '1 WC', '1 place de parking', 'Rez-de-chaussée', 'Réf. de l’annonce : VA23544-IMMOTRAM2', 'Publiée le 20 nov. 2019', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
117,Publiée le 25 oct. 2019 | Modifiée le 3 nov. 2019 | Réf. de l’annonce : 27835740,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 509 €/m²,"['Prix\u202f: 163 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '108 m²', '4 pièces', '3 chambres', '1 terrasse', 'Jardin de 45 m²', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '2 salles de bain', '1 WC', '1 parking extérieur', 'Rez-de-chaussée', 'Construit en 1930', 'Réf. de l’annonce : 27835740', 'Publiée le 25 oct. 2019', 'Modifiée le 3 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
118,Publiée il y a plus de 1 mois | Modifiée le 23 nov. 2019 | Réf. de l’annonce : 7356,Tourcoing 59200 (Virolois),Vierge,NA,En cours de réalisation,NA,1 435 €/m²,"['Prix\u202f: 164 000 €, honoraires : 5,33% TTC inclus à la charge de l’acquéreur (155 000 € hors honoraires)', 'Estimez votre mensualité', '108 m²', '4 pièces', '3 chambres', 'Terrasse', 'Chauffage : électricité individuel', '2 salles de bain', '1 WC', '1 place de parking', 'Interphone', 'Réf. de l’annonce : 7356', 'Publiée il y a plus de 1 mois', 'Modifiée le 23 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
119,Publiée le 25 nov. 2019 | Modifiée le 29 nov. 2019 | Réf. de l’annonce : 4256UBI,Roubaix 59100 (Sartel - Carihem - Trois Ponts),Vierge,NA,En cours de réalisation,NA,1 745 €/m²,"['Prix\u202f: 188 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '108 m²', '5 pièces', '4 chambres', 'Exposé Nord Ouest', 'Cave', '1 salle de bain', '1 salle d’eau', '2 WC', 'Mandat en exclusivité', 'Réf. de l’annonce : 4256UBI', 'Publiée le 25 nov. 2019', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
120,Publiée il y a plus de 1 mois | Modifiée le 22 oct. 2019 | Réf. de l’annonce : 107366168,Tourcoing 59200 (Virolois),NA,NA,NA,NA,NA,"['139 000 à 264 000 €', 'Estimez votre mensualité', '43 à 107 m²', '2 à 5 pièces', 'Livraison 2e trim. 2021', '61 lots', 'Éligible à la loi Pinel']"
121,Publiée le 5 déc. 2019 | Modifiée le 10 déc. 2019 | Réf. de l’annonce : 28233123,Tourcoing 59200 (Gambetta),En cours de réalisation,NA,En cours de réalisation,NA,1 485 €/m²,"['Prix\u202f: 157 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105,71 m²', '4 pièces', '3 chambres', '1 balcon', 'Chauffage : AU SOL GAZ COLLECTIF', '1 cave', '2 salles de bain', '1 WC', '1 box', '6e étage (sur 7)', 'Construit en 1971', 'Ascenseur', 'Digicode', 'Interphone', 'Réf. de l’annonce : 28233123', 'Publiée le 5 déc. 2019', 'Modifiée le 10 déc. 2019', 'Signaler une anomalie sur cette annonce']"
122,Publiée il y a plus de 1 mois | Réf. de l’annonce : VM23782-IMMOTRAM2,Roubaix 59100,Non soumis,NA,En cours de réalisation,NA,2 190 €/m²,"['Prix\u202f: 242 000 €, honoraires : 5,22% TTC inclus à la charge de l’acquéreur (230 000 € hors honoraires)', 'Estimez votre mensualité', '105 m²', '270 m² de terrain', '5 pièces', '4 chambres', 'Jardin', '1 garage', 'Exposé Sud', 'Chauffage : gaz individuel', 'Cave', '1 salle de bain', '2 WC', '2 places de parking', '2 étages', 'Réf. de l’annonce : VM23782-IMMOTRAM2', 'Publiée il y a plus de 1 mois', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
123,Publiée le 25 nov. 2019 | Modifiée le 10 déc. 2019 | Réf. de l’annonce : VM23864-IMMOTRAM2,Roubaix 59100,Non soumis,NA,En cours de réalisation,NA,2 714 €/m²,"['Prix\u202f: 299 000 €, honoraires : 4,91% TTC inclus à la charge de l’acquéreur (285 000 € hors honoraires)', 'Estimez votre mensualité', '105 m²', '148 m² de terrain', '4 pièces', '3 chambres', 'Récent', 'Terrasse', 'Jardin', '1 garage', 'Exposé Est', 'Chauffage : gaz', '2 salles de bain', '2 WC', '2 places de parking', '2 étages', 'Réf. de l’annonce : VM23864-IMMOTRAM2', 'Publiée le 25 nov. 2019', 'Modifiée le 10 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
124,Publiée le 30 oct. 2019 | Réf. de l’annonce : 27917176,Tourcoing 59200,230,D,35,D,1 895 €/m²,"['Prix\u202f: 199 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '80 m² de terrain', '4 pièces', '3 chambres', 'Jardin de 80 m²', 'Chauffage : CONVECTEURS BOIS et ELECT INDIVIDUEL', '1 salle d’eau', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 27917176', 'Publiée le 30 oct. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
125,Publiée le 21 nov. 2019 | Réf. de l’annonce : 28372790,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 571 €/m²,"['Prix\u202f: 165 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '40 m² de terrain', '5 pièces', '4 chambres', 'Jardin de 40 m²', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 28372790', 'Publiée le 21 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
126,Publiée le 5 nov. 2019 | Modifiée le 13 déc. 2019 | Réf. de l’annonce : 98433MX2220,Roubaix 59100,227,D,,E,948 €/m²,"['Prix\u202f: 99 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '15 m² de terrain', '6 pièces', '3 chambres', 'Jardin', '1 salle de bain', '1 WC', 'Réf. de l’annonce : 98433MX2220', 'Publiée le 5 nov. 2019', 'Modifiée le 13 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
127,Publiée il y a plus de 1 mois | Modifiée le 25 oct. 2019 | Réf. de l’annonce : 25678209,Tourcoing 59200,230,D,En cours de réalisation,NA,1 314 €/m²,"['Prix\u202f: 138 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '10 m² de terrain', '5 pièces', '4 chambres', '1 terrasse', 'Jardin', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 25678209', 'Publiée il y a plus de 1 mois', 'Modifiée le 25 oct. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
128,Publiée il y a plus de 1 mois | Réf. de l’annonce : 27650940,Tourcoing 59200,230,D,En cours de réalisation,NA,1 314 €/m²,"['Prix\u202f: 138 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '10 m² de terrain', '5 pièces', '4 chambres', '1 terrasse', 'Jardin', 'Chauffage : RADIATEUR GAZ INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 27650940', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
129,Publiée le 24 nov. 2019 | Réf. de l’annonce : 4390UBI,Tourcoing 59200 (Virolois),Vierge,NA,En cours de réalisation,NA,914 €/m²,"['Prix\u202f: 96 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '4 chambres', 'Exposé Nord Ouest', 'Cave', '1 salle de bain', '1 WC', '2 étages', 'Réf. de l’annonce : 4390UBI', 'Publiée le 24 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
130,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1074,Tourcoing 59200 (Centre-ville),227,D,7,B,1 514 €/m²,"['Prix\u202f: 159 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '4 pièces', '3 chambres', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '2 étages', 'Mandat en exclusivité', 'Réf. de l’annonce : 1074', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
131,Publiée le 25 oct. 2019 | Modifiée le 5 déc. 2019 | Réf. de l’annonce : VA23582-IMMOTRAM2,Roubaix 59100,189,D,10,B,2 724 €/m²,"['Prix\u202f: 299 000 €, honoraires : 4,55% TTC inclus à la charge de l’acquéreur (286 000 € hors honoraires)', 'Estimez votre mensualité', '105 m²', '4 pièces', '3 chambres', 'Balcon', 'Exposé Sud', 'Chauffage : électricité individuel', 'Cave', '2 salles de bain', '1 salle d’eau', '1 WC', '2 places de parking', '3e étage (sur 6)', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : VA23582-IMMOTRAM2', 'Publiée le 25 oct. 2019', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
132,Publiée il y a plus de 1 mois | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 120901E0GD61,Tourcoing 59200 (Brun Pain - Francs - Clinquet),158,D,37,E,1 150 €/m²,"['Prix\u202f: 118 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '103 m²', '45 m² de terrain', '4 pièces', '3 chambres', 'Jardin', 'Chauffage : individuel', '1 salle de bain', 'Mandat en exclusivité', 'Réf. de l’annonce : 120901E0GD61', 'Publiée il y a plus de 1 mois', 'Modifiée le 28 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
133,Publiée il y a plus de 1 mois | Modifiée le 18 déc. 2019 | Réf. de l’annonce : ALDGATE,Roubaix 59170 (Barbieux - Edouard Vaillant - Vauban),NA,NA,NA,NA,NA,"['141 600 à 308 500 €', 'Estimez votre mensualité', '44 à 103 m²', '2 à 5 pièces', 'Livraison 1er trim. 2020', '28 lots', 'Éligible à la loi Pinel']"
134,Publiée le 18 nov. 2019 | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 120901E1HCY9,Roubaix 59100 (Epeule - Trichon),160,D,37,E,1 156 €/m²,"['Prix\u202f: 118 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '102,10 m²', '18 m² de terrain', '5 pièces', '4 chambres', 'Jardin', 'Chauffage : individuel', '1 salle de bain', 'Réf. de l’annonce : 120901E1HCY9', 'Publiée le 18 nov. 2019', 'Modifiée le 28 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
135,Publiée le 11 déc. 2019 | Modifiée le 17 déc. 2019 | Réf. de l’annonce : VA23640-IMMOTRAM2,Tourcoing 59200,Non soumis,NA,En cours de réalisation,NA,2 471 €/m²,"['Prix\u202f: 265 000 €, honoraires : 5,16% TTC inclus à la charge de l’acquéreur (252 000 € hors honoraires)', 'Estimez votre mensualité', '102 m²', '4 pièces', '3 chambres', 'Terrasse', 'Exposé Ouest', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '3 places de parking', '1er étage', 'Réf. de l’annonce : VA23640-IMMOTRAM2', 'Publiée le 11 déc. 2019', 'Modifiée le 17 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
136,Publiée il y a plus de 1 mois | Modifiée le 17 déc. 2019,Tourcoing 59200 (Gambetta),NA,NA,NA,NA,NA,"['127 400 à 274 600 €', 'Estimez votre mensualité', '39 à 102 m²', '2 à 4 pièces', 'Voir la plaquette', 'Voir le plan', 'Livraison 4e trim. 2021', 'Parking', '69 lots']"
137,Publiée il y a plus de 1 mois | Modifiée le 10 déc. 2019 | Réf. de l’annonce : 592,Tourcoing 59200 (Gambetta),NA,NA,NA,NA,2 644 €/m²,"['Prix\u202f: 269 200 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '101,80 m²', '4 pièces', '3 chambres', '1 balcon', 'Chauffage : Individuel Radiateur Gaz', '2 salles de bain', 'WC séparés', 'Alarme', 'Câble TV', '2 places de parking', 'Dernier étage (sur 6)', 'Livré en 2021', 'Ascenseur', 'Réf. de l’annonce : 592', 'Publiée il y a plus de 1 mois', 'Modifiée le 10 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
138,Publiée il y a plus de 1 mois | Réf. de l’annonce : ROUB-123k-13627,Roubaix 59100 (Fresnoy - Mackellerie),151,D,,A,1 218 €/m²,"['Prix\u202f: 123 000 €, honoraires à la charge de l’acquéreur', 'Estimez votre mensualité', '101 m²', '3 pièces', '2 chambres', '1er étage (sur 2)', 'Réf. de l’annonce : ROUB-123k-13627', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
139,Publiée le 19 nov. 2019 | Réf. de l’annonce : 120901E1GS5A,Tourcoing 59200 (Croix Rouge),296,E,9,B,1 919 €/m²,"['Prix\u202f: 192 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '100,06 m²', '3 pièces', '2 chambres', 'Chauffage : individuel', '1 salle de bain', '1 place de parking', '1er étage (sur 3)', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : 120901E1GS5A', 'Publiée le 19 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
